episode,steps,collisions,timeout,runtime_s,success
952,0,384,0,6.986,0
953,0,385,0,0.049,0
954,0,386,0,9.439,0
955,0,387,0,0.064,0
956,0,387,0,14.383,1
957,0,387,0,18.414,1
958,0,388,0,9.598,0
959,0,389,0,0.036,0
960,0,390,0,40.867,0
961,0,391,0,0.054,0
962,0,391,0,15.697,1
963,0,391,0,8.658,1
964,0,391,0,14.499,1
965,0,391,0,39.181,0
966,0,391,0,40.642,0
967,0,391,0,28.859,1
968,0,392,0,5.612,0
969,0,393,0,0.031,0
970,0,394,0,4.460,0
971,0,395,0,0.056,0
972,0,395,0,13.320,1
973,0,395,0,17.787,1
974,0,395,0,13.939,1
975,0,395,0,18.645,1
976,0,395,0,9.635,1
977,0,395,0,37.413,0
978,0,395,0,36.914,0
979,0,395,0,3.844,1
980,0,395,0,10.106,1
981,0,395,0,42.160,0
982,0,395,0,16.109,1
983,0,395,0,4.299,1
984,0,395,0,5.029,1
985,0,395,0,36.563,0
986,0,396,0,15.694,0
987,0,397,0,0.059,0
988,0,397,0,13.594,1
989,0,397,0,23.011,1
990,0,397,0,5.141,1
991,0,397,0,15.713,1
992,0,397,0,10.216,1
